textgroup;context;source;language;plural;translation
field;field_paddle_prot_pg_visibility:basic_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:basic_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:basic_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:basic_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:calendar_item:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:calendar_item:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:calendar_item:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:calendar_item:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:contact_person:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:contact_person:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:contact_person:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:contact_person:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:landing_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:landing_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:landing_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:landing_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:newsletter:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:newsletter:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:newsletter:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:newsletter:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:news_item:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:news_item:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:news_item:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:news_item:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:organizational_unit:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:organizational_unit:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:organizational_unit:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:organizational_unit:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_advanced_search_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_advanced_search_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien waneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_advanced_search_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_advanced_search_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_cirro_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_cirro_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien waneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_cirro_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_ebl_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa <strong>publication</strong>."
field;field_paddle_prot_pg_visibility:paddle_ebl_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Configureren wie deze versie van de pagina mag bekijken wanneer deze is < strong >gepubliceerd</strong>."
field;field_paddle_prot_pg_visibility:paddle_ebl_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_ebl_page:label;"Page visibility";nl;0;"Zichtbaarheid pagina"
field;field_paddle_prot_pg_visibility:paddle_formbuilder_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_formbuilder_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_formbuilder_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_formbuilder_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_maps_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_maps_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_maps_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_maps_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_overview_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_overview_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_overview_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_overview_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_product:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_product:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_product:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_product:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:paddle_publication:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:paddle_publication:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien waneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:paddle_publication:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:paddle_publication:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:poll:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:poll:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien waneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:poll:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:poll:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:quiz_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:quiz_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien waneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:quiz_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:quiz_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_prot_pg_visibility:simple_contact_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";fr;0;"Configurez qui est autorisé à afficher cette version de la page lors de sa publication."
field;field_paddle_prot_pg_visibility:simple_contact_page:description;"Configure who is allowed to view this version of the page when it's <strong>published</strong>.";nl;0;"Stel in wie deze pagina mag zien wanneer deze <strong>gepubliceerd</strong> is."
field;field_paddle_prot_pg_visibility:simple_contact_page:label;"Page visibility";fr;0;"Visibilité de la page"
field;field_paddle_prot_pg_visibility:simple_contact_page:label;"Page visibility";nl;0;Zichtbaarheid
field;field_paddle_quiz_answers:field_paddle_quiz_questions:label;Answers;fr;0;Réponses
field;field_paddle_quiz_answers:field_paddle_quiz_questions:label;Answers;nl;0;Antwoorden
field;field_paddle_quiz_btn_next_l:paddle_quiz:label;"""Next"" button label";nl;0;"Label voor 'Volgende-knop'"
field;field_paddle_quiz_btn_previous_l:paddle_quiz:label;"""Previous"" button label";nl;0;"Label voor 'Vorige-knop'"
field;field_paddle_quiz_correct_answer:field_paddle_quiz_questions:label;"Correct answer";fr;0;"Réponse correcte"
field;field_paddle_quiz_correct_answer:field_paddle_quiz_questions:label;"Correct answer";nl;0;"Het correcte antwoord"
field;field_paddle_quiz_disclaimer:paddle_quiz:label;Disclaimer;fr;0;Avertissement
field;field_paddle_quiz_disclaimer:paddle_quiz:label;Disclaimer;nl;0;Disclaimer
field;field_paddle_quiz_info_button_l:paddle_quiz:label;"Button label";fr;0;"Étiquette de bouton"
field;field_paddle_quiz_info_button_l:paddle_quiz:label;"Button label";nl;0;"Label voor 'Verzend-knop'"
field;field_paddle_quiz_info_location:#allowed_values:end;"In the end, after the last question.";fr;0;"à la fin, après la question finale."
field;field_paddle_quiz_info_location:#allowed_values:end;"In the end, after the last question.";nl;0;"Aan het einde, na de laatste vraag."
field;field_paddle_quiz_info_location:#allowed_values:start;"At the beginning, right before the first question.";fr;0;"Au début, tout juste avant la première question."
field;field_paddle_quiz_info_location:#allowed_values:start;"At the beginning, right before the first question.";nl;0;"Aan het begin, voor de eerste vraag."
field;field_paddle_quiz_info_location:paddle_quiz:label;Location;fr;0;Location
field;field_paddle_quiz_info_location:paddle_quiz:label;Location;nl;0;Locatie
field;field_paddle_quiz_info_message:paddle_quiz:label;Message;fr;0;Message
field;field_paddle_quiz_info_message:paddle_quiz:label;Message;nl;0;Bericht
field;field_paddle_quiz_info_required:paddle_quiz:label;"Info required";fr;0;"Information obligatoire"
field;field_paddle_quiz_info_required:paddle_quiz:label;"Info required";nl;0;"Persoonlijke gegevens verplicht"
field;field_paddle_quiz_info_title:paddle_quiz:label;Title;fr;0;Titre
field;field_paddle_quiz_info_title:paddle_quiz:label;Title;nl;0;Titel
field;field_paddle_quiz_info_user:#allowed_values:email;"E-mail address";fr;0;" Adresse de courriel	"
field;field_paddle_quiz_info_user:#allowed_values:email;"E-mail address";nl;0;E-mailadres
field;field_paddle_quiz_info_user:#allowed_values:name_email;"Name & e-mail address";fr;0;"Nom et adresse de courriel"
field;field_paddle_quiz_info_user:#allowed_values:name_email;"Name & e-mail address";nl;0;"Naam en e-mailadres"
field;field_paddle_quiz_info_user:paddle_quiz:label;"User information";fr;0;"Informations de l'utilisateur"
field;field_paddle_quiz_info_user:paddle_quiz:label;"User information";nl;0;Gebruikersinformatie
field;field_paddle_quiz_question:field_paddle_quiz_questions:label;Question;fr;0;Question
field;field_paddle_quiz_question:field_paddle_quiz_questions:label;Question;nl;0;Vraag
field;field_paddle_quiz_questions:paddle_quiz:label;Questions;fr;0;Questions
field;field_paddle_quiz_questions:paddle_quiz:label;Questions;nl;0;Vragen
field;field_paddle_quiz_question_image:field_paddle_quiz_questions:label;Image;fr;0;image
field;field_paddle_quiz_question_image:field_paddle_quiz_questions:label;Image;nl;0;Afbeelding
field;field_paddle_quiz_result_message:paddle_quiz:label;Message;fr;0;Message
field;field_paddle_quiz_result_message:paddle_quiz:label;Message;nl;0;Bericht
field;field_paddle_quiz_result_title:paddle_quiz:label;Title;fr;0;Titre
field;field_paddle_quiz_result_title:paddle_quiz:label;Title;nl;0;Titel
field;field_paddle_quiz_start_button:paddle_quiz:label;"Start button label";fr;0;"Étiquette du bouton Démarrer"
field;field_paddle_quiz_start_button:paddle_quiz:label;"Start button label";nl;0;"Label voor 'Start-knop'"
field;field_paddle_quiz_start_image:paddle_quiz:label;Image;fr;0;image
field;field_paddle_quiz_start_image:paddle_quiz:label;Image;nl;0;Afbeelding
field;field_paddle_quiz_start_message:paddle_quiz:label;"Welcome message";fr;0;"Message de bienvenue"
field;field_paddle_quiz_start_message:paddle_quiz:label;"Welcome message";nl;0;Welkomstboodschap
field;field_paddle_quiz_start_title:paddle_quiz:description;"Leave empty to use the quiz's title.";fr;0;"Laisser vide pour user le titre de questionnaire"
field;field_paddle_quiz_start_title:paddle_quiz:description;"Leave empty to use the quiz's title.";nl;0;"Laat dit veld leeg als u de quiztitel wilt gebruiken."
field;field_paddle_quiz_start_title:paddle_quiz:label;Title;fr;0;Titre
field;field_paddle_quiz_start_title:paddle_quiz:label;Title;nl;0;Quiz
field;field_paddle_quiz_subtitle:paddle_quiz:label;Subtitle;fr;0;Sous-titre
field;field_paddle_quiz_subtitle:paddle_quiz:label;Subtitle;nl;0;Ondertitel
field;field_paddle_quiz_tiebreaker:paddle_quiz:label;"Add tiebreaker question";fr;0;"Ajouter une question décisive"
field;field_paddle_quiz_tiebreaker:paddle_quiz:label;"Add tiebreaker question";nl;0;"Schiftingsvraag toevoegen"
field;field_paddle_quiz_tiebreaker_l:paddle_quiz:description;"This text will appear right next to the input field for the tiebreaker question.";fr;0;"Ce texte apparaîtra juste à côté du champ de saisie pour la question de rupture d'égalité."
field;field_paddle_quiz_tiebreaker_l:paddle_quiz:description;"This text will appear right next to the input field for the tiebreaker question.";nl;0;"Deze tekst zal vlak naast het invulveld van de schiftingsvraag verschijnen"
field;field_paddle_quiz_tiebreaker_l:paddle_quiz:label;"Tiebreaker label";fr;0;"Étiquette de rupture d'égalité"
field;field_paddle_quiz_tiebreaker_l:paddle_quiz:label;"Tiebreaker label";nl;0;"Label voor Schiftingsvraag"
field;field_paddle_quiz_tiebreaker_q:paddle_quiz:label;"Tiebreaker question";fr;0;"Question de rupture d'égailité"
field;field_paddle_quiz_tiebreaker_q:paddle_quiz:label;"Tiebreaker question";nl;0;Schiftingsvraag
field;field_paddle_required:paddle_product:label;Required;nl;0;Nodig
field;field_paddle_responsible_ou:paddle_product:label;"Responsible organizational unit";nl;0;"Verantwoordelijke dienst"
field;field_paddle_scald_atom_end_date:file:label;"Set Removal Date";nl;0;"Stel datum om te verwijderen in"
field;field_paddle_search_result_count:paddle_advanced_search_page:description;"Display the amount of results found.";fr;0;"Afficher la quantité de résultats trouvés."
field;field_paddle_search_result_count:paddle_advanced_search_page:description;"Display the amount of results found.";nl;0;"Geef de hoeveelheid gevonden resultaten weer."
field;field_paddle_search_result_count:paddle_advanced_search_page:label;"Display the result count";fr;0;"Afficher le nombre de résultats"
field;field_paddle_search_result_count:paddle_advanced_search_page:label;"Display the result count";nl;0;"Geef het aantal resultaten weer"
field;field_paddle_seo_description:basic_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:basic_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:calendar_item:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:calendar_item:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:company_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:company_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:contact_person:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:contact_person:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:landing_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:landing_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:newsletter:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:newsletter:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:news_item:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:news_item:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:organizational_unit:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:organizational_unit:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:paddle_advanced_search_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:paddle_advanced_search_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:paddle_formbuilder_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:paddle_formbuilder_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:paddle_maps_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:paddle_overview_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:paddle_overview_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_description:quiz_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:quiz_page:label;"SEO Description";nl;0;"SEO Beschrijving"
field;field_paddle_seo_description:simple_contact_page:label;"SEO Description";fr;0;"Description SEO"
field;field_paddle_seo_description:simple_contact_page:label;"SEO Description";nl;0;"SEO beschrijving"
field;field_paddle_seo_title:basic_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:basic_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:calendar_item:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:calendar_item:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:company_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:company_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:contact_person:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:contact_person:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:landing_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:landing_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:news_item:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:news_item:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:organizational_unit:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:organizational_unit:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:paddle_advanced_search_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:paddle_advanced_search_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:paddle_cirro_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:paddle_formbuilder_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:paddle_formbuilder_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:paddle_maps_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:paddle_overview_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:paddle_overview_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:poll:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_seo_title:simple_contact_page:label;"SEO Title";fr;0;"Titre SEO"
field;field_paddle_seo_title:simple_contact_page:label;"SEO Title";nl;0;"SEO titel"
field;field_paddle_show_next_level:basic_page:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:basic_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:basic_page:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:basic_page:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:calendar_item:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:calendar_item:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:calendar_item:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:calendar_item:label;"Show next level menu items";nl;0;"Laat menu items van het volgende niveau zien."
field;field_paddle_show_next_level:company_page:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:company_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau menu items op de pagina."
field;field_paddle_show_next_level:company_page:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:company_page:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:contact_person:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:contact_person:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:contact_person:description;"Show the next level menu items on the contact person.";fr;0;"Afficher les éléments de menu du niveau suivant sur la personne de contact."
field;field_paddle_show_next_level:contact_person:description;"Show the next level menu items on the contact person.";nl;0;"Toon de volgende level menu items op de persoonsfiche."
field;field_paddle_show_next_level:contact_person:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:contact_person:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:landing_page:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:landing_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon de volgende level menu items op de pagina."
field;field_paddle_show_next_level:landing_page:description;"Show the next level menu items on the landing page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de destination."
field;field_paddle_show_next_level:landing_page:description;"Show the next level menu items on the landing page.";nl;0;"Toon de volgende level menu items op de overzichtspagina."
field;field_paddle_show_next_level:landing_page:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:landing_page:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:newsletter:label;"Show next level menu items";nl;0;"Toon menu items van het volgende niveau"
field;field_paddle_show_next_level:news_item:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:news_item:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:news_item:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:news_item:label;"Show next level menu items";nl;0;"Toon het volgende niveau met menu items"
field;field_paddle_show_next_level:organizational_unit:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:organizational_unit:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:organizational_unit:description;"Show the next level menu items on the organizational unit.";fr;0;"Afficher les éléments de menu du niveau suivant sur l'unité organisationnelle."
field;field_paddle_show_next_level:organizational_unit:description;"Show the next level menu items on the organizational unit.";nl;0;"Toon de volgende level menu items op de organisatiefiche."
field;field_paddle_show_next_level:organizational_unit:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:organizational_unit:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:paddle_advanced_search_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:paddle_advanced_search_page:label;"Show next level menu items";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:paddle_cirro_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:paddle_cirro_page:label;"Show next level menu items";nl;0;"Toon menu items van het volgende niveau"
field;field_paddle_show_next_level:paddle_ebl_page:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:paddle_ebl_page:label;"Show next level menu items";nl;0;"Toon menu-items van het volgende niveau"
field;field_paddle_show_next_level:paddle_formbuilder_page:label;"Show next level menu items";nl;0;"Toon menu items van het volgende niveau"
field;field_paddle_show_next_level:paddle_maps_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:paddle_maps_page:label;"Show next level menu items";nl;0;"Toon volgend niveau menu items"
field;field_paddle_show_next_level:paddle_overview_page:description;"Show the next level menu items on the basic page.";fr;0;"Afficher les éléments de menu du niveau suivant sur la page de base."
field;field_paddle_show_next_level:paddle_overview_page:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau met menu items op de pagina."
field;field_paddle_show_next_level:paddle_overview_page:label;"Show next level menu items";fr;0;"Afficher les éléments de menu du niveau suivant"
field;field_paddle_show_next_level:paddle_overview_page:label;"Show next level menu items";nl;0;"Toon het volgende niveau met menu items"
field;field_paddle_show_next_level:paddle_product:description;"Show the next level menu items on the basic page.";nl;0;"Toon het volgende niveau van menu items"
field;field_paddle_show_next_level:paddle_product:label;"Show next level menu items";nl;0;"Toon menu items van het volgende niveau"
field;field_paddle_show_next_level:paddle_publication:label;"Show next level menu items";nl;0;"Toon menu items van het volgende niveau"
